,point.objects.object0.position[0],point.objects.object0.position[1],point.objects.object0.position[2],point.params.quoted_param0,point.params.quoted_param1,rho
0,1.7221824958718575,0.0,0.0,54381.274573396746,5.0,-2.227653765069656
